,author,co-author,doi,co-author_list,title
328,"Sterpenich, Virginie","['Maquet, Pierre']",['10.1371/journal.pbio.0050282'],"{'Maquet, Pierre'}",['Sleep-related hippocampo-cortical interplay during emotional memory recollection']
329,"Deipolyi, A. R.","['Gorno-Tempini, M. L.']",['10.1212/01.wnl.0000271376.19515.c6'],"{'Gorno-Tempini, M. L.'}",['Spatial cognition and the human navigation network in AD and MCI']
330,"Ofen, Noa","['Gabrieli, John D. E.']",['10.1038/nn1950'],"{'Gabrieli, John D. E.'}",['Development of the declarative memory system in the human brain']
331,"Schlund, Michael W.","['Cataldo, Michael F.']",['10.1186/1744-9081-3-44'],"{'Cataldo, Michael F.'}",['Occipitoparietal contributions to recognition memory: stimulus encoding prompted by verbal instructions and operant contingencies']
332,"Anderson, K. E.","['Stern, Y.']",['10.1212/01.wnl.0000266561.47619.23'],"{'Stern, Y.'}",['Impairment of nonverbal recognition in Alzheimer disease - A PET O-15 study']
333,"Kennepohl, S.","['Jones-Gotman, M.']",['10.1016/j.neuroimage.2007.03.049'],"{'Jones-Gotman, M.'}",['Memory and the medial temporal lobe: Hemispheric specialization reconsidered']
334,"Liu, Tao","['Ashe, James']",['10.1007/s00221-007-0853-z'],"{'Ashe, James'}",['Frames of reference during implicit and explicit learning']
335,"Golarai, Golijeh","['Grill-Spector, Kalanit']",['10.1038/nn1865'],"{'Grill-Spector, Kalanit'}",['Differential development of high-level visual cortex correlates with category-specific recognition memory']
336,"Pavlova, Marina","['Kraegeloh-Mann, Ingeborg']",['10.1093/cercor/bhj153'],"{'Kraegeloh-Mann, Ingeborg'}","['Visual navigation in adolescents with early periventricular lesions: Knowing where, but not getting there']"
337,"Danckert, S. L.","['Kohler, S.']",['10.1002/hipo.20347'],"{'Kohler, S.'}",['Perirhinal and hippocampal contributions to visual recognition memory can be distinguished from those of occipito-temporal structures based on conscious awareness of prior occurrence']
338,"Rosenbaum, R. Shayna","['Moscovitch, Morris']",['10.1002/hipo.20354'],"{'Moscovitch, Morris'}",['Memory for familiar environments learned in the remote past: fMRI studies of healthy people and an amnesic person with extensive bilateral hippocampal lesions']
339,"Ishai, Alumit","['Yago, Elena', 'Fairhall, Scott L.', 'Yago, Elena']","['10.1016/j.brainresbull.2006.08.017', '10.1016/j.concog.2007.07.005', '10.1016/j.neuroimage.2005.12.014']","{'Fairhall, Scott L.', 'Yago, Elena'}","['Recognition memory of newly learned faces', 'Neural correlates of object indeterminacy in art compositions', 'Recognition memory is modulated by visual similarity']"
340,"Weiss, Anthony P.","['Heckers, Stephan']",['10.1016/j.biopsych.2006.06.025'],"{'Heckers, Stephan'}",['Fronto-hippocampal function during temporal context monitoring in schizophrenia']
341,"Maguire, Eleanor A.","['Spiers, Hugo J.', 'Spiers, Hugo J.', 'Clark, Ian A.', 'Kim, Misun', 'Kim, Misun', 'Dalton, Marshall A.', 'Barry, Daniel N.', 'Kim, Misun', 'Auger, Stephen D.', 'Auger, Stephen D.', 'Kim, Misun', 'Auger, Stephen D.', 'Auger, Stephen D.', 'Hassabis, Demis', 'Hassabis, Demis']","['10.1093/brain/awl286', '10.1002/hipo.20233', '10.1016/j.neuroimage.2020.117211', '10.1002/hipo.23060', '10.1016/j.neuroimage.2018.11.041', '10.1523/JNEUROSCI.0263-18.2018', '10.1371/journal.pbio.2005479', '10.1093/cercor/bhy054', '10.1162/jocn_a_01231', '10.1016/j.neuropsychologia.2017.08.012', '10.1523/JNEUROSCI.2703-16.2017', '10.7554/eLife.09031', '10.1371/journal.pone.0043620', '10.1016/j.cub.2009.02.033', '10.1523/JNEUROSCI.4549-07.2007']","{'Barry, Daniel N.', 'Dalton, Marshall A.', 'Hassabis, Demis', 'Clark, Ian A.', 'Auger, Stephen D.', 'Spiers, Hugo J.', 'Kim, Misun'}","['Navigation around London by a taxi driver with bilateral hippocampal lesions', 'London taxi drivers and bus drivers: A structural MRI and neuropsychological analysis', 'Does hippocampal volume explain performance differences on hippocampal-dependant tasks?', 'Encoding of 3D head direction information in the human brain', 'Can we study 3D grid codes non-invasively in the human brain? Methodological considerations and fMRI findings', 'Differentiable Processing of Objects, Associations, and Scenes within the Hippocampus', 'Nonmonotonic recruitment of ventromedial prefrontal cortex during remote memory recall', 'Hippocampus, Retrosplenial and Parahippocampal Cortices Encode Multicompartment 3D Space in a Hierarchical Manner', 'Dissociating Landmark Stability from Orienting Value Using Functional Magnetic Resonance Imaging', 'Efficacy of navigation may be influenced by retrosplenial cortex-mediated learning of landmark stability', 'Multivoxel Pattern Analysis Reveals 3D Place Information in the Human Hippocampus', 'A central role for the retrosplenial cortex in de novo environmental learning', 'Retrosplenial Cortex Codes for Permanent Landmarks', 'Decoding Neuronal Ensembles in the Human Hippocampus', 'Using imagination to understand the neural basis of episodic memory']"
342,"Mitchell, Karen J.","['Greene, Erich J.']",['10.1097/01.wnr.0000234743.50442.e5'],"{'Greene, Erich J.'}",['A functional magnetic resonance imaging investigation of short-term source and item memory for negative pictures']
343,"Sugiura, Motoaki","['Kawashima, Ryuta']",['10.1016/j.neuroimage.2006.05.026'],"{'Kawashima, Ryuta'}",['Multiple brain networks for visual self-recognition with different sensitivity for motion and body part']
344,"Carlson, Thomas","['Verstraten, Frans A. J.']",['10.1016/j.neuroimage.2006.03.059'],"{'Verstraten, Frans A. J.'}",['Dynamics of visual recognition revealed by fMRI']
345,"Brown, Steven","['Parsons, Lawrence M.']",['10.1093/cercor/bhj057'],"{'Parsons, Lawrence M.'}",['The neural basis of human dance']
346,"Ohnishi, Takashi","['Ugawa, Yoshikazu']",['10.1016/j.neures.2006.04.009'],"{'Ugawa, Yoshikazu'}",['Navigation ability dependent neural activation in the human brain: An fMRI study']
347,"Greene, Anthony J.","['Rao, Stephen M.']",['10.1162/jocn.2006.18.7.1156'],"{'Rao, Stephen M.'}","['An fMRI analysis of the human hippocampus: Inference, context, and task awareness']"
348,"Moffat, Scott D.","['Resnick, Susan M.']",['10.1016/j.neurobiolaging.2005.05.011'],"{'Resnick, Susan M.'}",['Age differences in the neural systems supporting human allocentric spatial navigation']
349,"Yago, Elena","['Ishai, Alumit', 'Ishai, Alumit']","['10.1016/j.neuroimage.2005.12.014', '10.1016/j.brainresbull.2006.08.017']","{'Ishai, Alumit'}","['Recognition memory is modulated by visual similarity', 'Recognition memory of newly learned faces']"
350,"Orban, P","['Peigneux, P']",['10.1073/pnas.0510198103'],"{'Peigneux, P'}",['Sleep after spatial learning promotes covert reorganization of brain activity']
351,"Reynolds, JR","['Braver, TS']",['10.1093/cercor/bhi131'],"{'Braver, TS'}",['A direct comparison of anterior prefrontal cortex involvement in episodic retrieval and integration']
352,"Elfgren, C","['Fransson, P']",['10.1016/j.neuroimage.2005.09.060'],"{'Fransson, P'}",['fMRI activity in the medial temporal lobe during famous face processing']
353,"Kumaran, D","['Maguire, EA', 'Maguire, EA']","['10.1016/j.neuron.2005.12.024', '10.1523/JNEUROSCI.1103-05.2005']","{'Maguire, EA'}","['The dynamics of hippocampal activation during encoding of overlapping sequences', 'The human hippocampus: Cognitive maps or relational memory?']"
354,"van Asselen, M","['Postma, A']",['10.1016/j.brainres.2005.10.048'],"{'Postma, A'}",['Neural correlates of human wayfinding in stroke patients']
355,"Spiridon, M","['Kanwisher, N']",['10.1002/hbm.20169'],"{'Kanwisher, N'}",['Location and spatial profile of category-specific regions in human extrastriate cortex']
